tournament_year,player1_name,player2_name,weight
Network 5_extract,Smith M.,Wright P.,1
Network 5_extract,Smith M.,Wade J.,1
Network 5_extract,Smith M.,O'Connor W.,1
Network 5_extract,Smith M.,Meulenkamp R.,1
Network 5_extract,Smith M.,Lowe J.,1
Network 5_extract,Smith M.,Woodhouse L.,1
Network 5_extract,Smith M.,Aspinall N.,1
Network 5_extract,Smith M.,Henderson J.,1
Network 5_extract,Smith M.,Cross R.,1
Network 5_extract,Smith M.,Lennon S.,1
Network 5_extract,Wright P.,Anderson G.,1
Network 5_extract,Wright P.,Rydz C.,1
Network 5_extract,Wright P.,Searle R.,1
Network 5_extract,Wright P.,Heta D.,1
Network 5_extract,Wright P.,Meikle R.,1
Network 5_extract,Wright P.,Clemens G.,1
Network 5_extract,Wright P.,West S.,1
Network 5_extract,Wright P.,Price G.,1
Network 5_extract,Wright P.,de Zwaan J.,1
Network 5_extract,Wright P.,Asada S.,1
Network 5_extract,Wright P.,Malicdem N.,1
Network 5_extract,Wright P.,Alcinas T.,1
Network 5_extract,Wright P.,Lewis J.,1
Network 5_extract,Wright P.,Portela D.,1
Network 5_extract,Wade J.,King M.,1
Network 5_extract,Wade J.,Kleermaker M.,1
Network 5_extract,Wade J.,Van der Voort V.,1
Network 5_extract,Wade J.,Kuivenhoven M.,1
Network 5_extract,Wade J.,Bunting S.,1
Network 5_extract,Wade J.,Rydz C.,1
Network 5_extract,Wade J.,Beaton S.,1
Network 5_extract,Wade J.,Edhouse R.,1
Network 5_extract,Wade J.,Brown K.,1
Network 5_extract,Wade J.,Asada S.,1
Network 5_extract,O'Connor W.,Lauby D. Jr.,1
Network 5_extract,O'Connor W.,Zonneveld N.,1
Network 5_extract,O'Connor W.,Kantele M.,1
Network 5_extract,O'Connor W.,Meeuwisse Y.,1
Network 5_extract,Meulenkamp R.,Ashton L.,1
Network 5_extract,Meulenkamp R.,Krcmar B.,1
Network 5_extract,Meulenkamp R.,Robb B.,1
Network 5_extract,Meulenkamp R.,Portela D.,1
Network 5_extract,Lowe J.,Larsson D.,1
Network 5_extract,Lowe J.,Petersen D.,1
Network 5_extract,Lowe J.,Gorbunov D.,1
Network 5_extract,Woodhouse L.,Wilson J.,1
Network 5_extract,Woodhouse L.,Lewis J.,1
Network 5_extract,Woodhouse L.,van den Bergh D.,1
Network 5_extract,Woodhouse L.,Lim P.,1
Network 5_extract,Aspinall N.,Rydz C.,1
Network 5_extract,Aspinall N.,Murnan J.,1
Network 5_extract,Aspinall N.,Van der Voort V.,1
Network 5_extract,Aspinall N.,Waites S.,1
Network 5_extract,Aspinall N.,van den Bergh D.,1
Network 5_extract,Aspinall N.,Ratajski K.,1
Network 5_extract,Aspinall N.,Baggish D.,1
Network 5_extract,Aspinall N.,Dolan B.,1
Network 5_extract,Aspinall N.,Petersen D.,1
Network 5_extract,Aspinall N.,Anderson K.,1
Network 5_extract,Aspinall N.,Nentjes G.,1
Network 5_extract,Henderson J.,Kantele M.,1
Network 5_extract,Henderson J.,Richardson J.,1
Network 5_extract,Henderson J.,Clemens G.,1
Network 5_extract,Henderson J.,Cross R.,1
Network 5_extract,Cross R.,Gurney D.,1
Network 5_extract,Cross R.,van Barneveld R.,1
Network 5_extract,Cross R.,van Duijvenbode D.,1
Network 5_extract,Cross R.,Huybrechts K.,1
Network 5_extract,Cross R.,Humphries L.,1
Network 5_extract,Cross R.,Reyes C.,1
Network 5_extract,Cross R.,de Zwaan J.,1
Network 5_extract,Cross R.,Taylor P.,1
Network 5_extract,Cross R.,Asada S.,1
Network 5_extract,Lennon S.,King M.,1
Network 5_extract,Lennon S.,Razma M.,1
Network 5_extract,Lennon S.,Larsson D.,1
Network 5_extract,Lennon S.,Rydz C.,1
Network 5_extract,Lennon S.,Bailey J.,1
Network 5_extract,Anderson G.,Cross R.,1
Network 5_extract,Anderson G.,White I.,1
Network 5_extract,Anderson G.,Lewis A.,1
Network 5_extract,Anderson G.,Price G.,1
Network 5_extract,Anderson G.,van Duijvenbode D.,1
Network 5_extract,Anderson G.,Suljovic M.,1
Network 5_extract,Anderson G.,Razma M.,1
Network 5_extract,Anderson G.,Aspinall N.,1
Network 5_extract,Anderson G.,Searle R.,1
Network 5_extract,Anderson G.,Dolan B.,1
Network 5_extract,Anderson G.,Chisnall D.,1
Network 5_extract,Anderson G.,Dobey C.,1
Network 5_extract,Anderson G.,Wattimena J.,1
Network 5_extract,Anderson G.,Burness K.,1
Network 5_extract,Anderson G.,West S.,1
Network 5_extract,Anderson G.,Lim P.,1
Network 5_extract,Anderson G.,Smith J.,1
Network 5_extract,Rydz C.,Yamada Y.,1
Network 5_extract,Rydz C.,Bailey J.,1
Network 5_extract,Searle R.,Noppert D.,1
Network 5_extract,Searle R.,Borland W.,1
Network 5_extract,Searle R.,Lauby D. Jr.,1
Network 5_extract,Searle R.,King R.,1
Network 5_extract,Searle R.,Smith M.,1
Network 5_extract,Searle R.,O'Connor W.,1
Network 5_extract,Searle R.,Burton S.,1
Network 5_extract,Heta D.,Woodhouse L.,1
Network 5_extract,Heta D.,Baggish D.,1
Network 5_extract,Meikle R.,Schmutzler F.,1
Network 5_extract,Meikle R.,Yamada Y.,1
Network 5_extract,Clemens G.,Williams L.,1
Network 5_extract,Clemens G.,Ratajski K.,1
Network 5_extract,Clemens G.,Kurz N.,1
Network 5_extract,Clemens G.,van de Pas B.,1
Network 5_extract,Clemens G.,Kirk A.,1
Network 5_extract,West S.,Gilitwala A.,1
Network 5_extract,West S.,Searle R.,1
Network 5_extract,West S.,North R.,1
Network 5_extract,West S.,Wattimena J.,1
Network 5_extract,Price G.,Smith M.,1
Network 5_extract,Price G.,van Duijvenbode D.,1
Network 5_extract,Price G.,Huybrechts K.,1
Network 5_extract,Price G.,Edhouse R.,1
Network 5_extract,Price G.,Gurney D.,1
Network 5_extract,Price G.,King M.,1
Network 5_extract,Price G.,Dolan B.,1
Network 5_extract,Price G.,Lewis J.,1
Network 5_extract,Price G.,Whitlock S.,1
Network 5_extract,Price G.,Henderson J.,1
Network 5_extract,Price G.,O'Connor W.,1
Network 5_extract,Price G.,Aspinall N.,1
Network 5_extract,Price G.,White I.,1
Network 5_extract,Price G.,Evetts T.,1
Network 5_extract,de Zwaan J.,Searle R.,1
Network 5_extract,de Zwaan J.,Young D.,1
Network 5_extract,de Zwaan J.,Kumar N.,1
Network 5_extract,Asada S.,Mathers G.,1
Network 5_extract,Alcinas T.,van de Pas B.,1
Network 5_extract,Alcinas T.,Ross C.,1
Network 5_extract,Alcinas T.,Webster D.,1
Network 5_extract,Lewis J.,Chisnall D.,1
Network 5_extract,Lewis J.,Harris C.,1
Network 5_extract,Lewis J.,Taylor P.,1
Network 5_extract,Lewis J.,Webster D.,1
Network 5_extract,Lewis J.,Richardson J.,1
Network 5_extract,White I.,Landman C.,1
