tournament_year,stage,player1_name,player2_name
2011,FINAL,Lewis A.,Anderson G.
2011,SEMI-FINALS,Jenkins T.,Anderson G.
2011,SEMI-FINALS,Webster M.,Lewis A.
2011,QUARTER-FINALS,Taylor P.,Webster M.
2011,QUARTER-FINALS,Anderson G.,van Barneveld R.
2011,QUARTER-FINALS,Lewis A.,Van der Voort V.
2011,QUARTER-FINALS,Newton W.,Jenkins T.
2011,1/8-FINALS,Suljovic M.,Newton W.
2011,1/8-FINALS,van Barneveld R.,Osborne C.
2011,1/8-FINALS,Whitlock S.,Van der Voort V.
2011,1/8-FINALS,Jenkins T.,Walsh M.
2011,1/8-FINALS,Smith A.,Anderson G.
2011,1/8-FINALS,Lewis A.,Thornton R.
2011,1/8-FINALS,Taylor P.,Wright P.
2011,1/8-FINALS,Webster M.,Hylton M.
2011,1/16-FINALS,van Barneveld R.,McDine K.
2011,1/16-FINALS,King M.,Smith A.
2011,1/16-FINALS,Anderson G.,Priestley D.
2011,1/16-FINALS,Osborne C.,Caven J.
2011,1/16-FINALS,Wade J.,Suljovic M.
2011,1/16-FINALS,Whitlock S.,Ovens D.
2011,1/16-FINALS,Newton W.,Dolan B.
2011,1/16-FINALS,Jenkins T.,Brown S.
2011,1/16-FINALS,Jones W.,Van der Voort V.
2011,1/16-FINALS,Walsh M.,Tabern A.
2011,1/16-FINALS,Taylor P.,Laursen P.
2011,1/16-FINALS,Lewis A.,Dudbridge M.
2011,1/16-FINALS,Lloyd C.,Hylton M.
2011,1/16-FINALS,Hamilton A.,Thornton R.
2011,1/16-FINALS,Nicholson P.,Wright P.
2011,1/16-FINALS,Baxter R.,Webster M.
2011,1/32-FINALS,King M.,Caris M.
2011,1/32-FINALS,Priestley D.,Roith B.
2011,1/32-FINALS,Walsh M.,Pipe J.
2011,FINAL,Caris M.,Burger D.
2011,1/32-FINALS,Smith A.,Tichowitsch S.
2011,1/32-FINALS,Caven J.,Petersen D.
2011,1/32-FINALS,van Barneveld R.,Hine S.
2011,1/32-FINALS,Bates B.,McDine K.
2011,FINAL,Petersen D.,Madhoo N.
2011,1/32-FINALS,Osborne C.,Thompson C.
2011,1/32-FINALS,Van der Voort V.,Ridd P.
2011,1/32-FINALS,Klaasen J.,Brown S.
2011,1/32-FINALS,Jenkins T.,Cullen J.
2011,FINAL,Mansell M.,Ridd P.
2011,1/32-FINALS,van Gerwen M.,Suljovic M.
2011,1/32-FINALS,Ovens D.,Artut J.
2011,1/32-FINALS,Wade J.,Alcinas T.
2011,1/32-FINALS,Painter K.,Dolan B.
2011,FINAL,Artut J.,MacKenzie S.
2011,1/32-FINALS,Tabern A.,Burnett R.
2011,1/32-FINALS,Part J.,Laursen P.
2011,1/32-FINALS,Newton W.,Young D.
2011,1/32-FINALS,Thornton R.,Heydon N.
2011,FINAL,Laursen P.,Krcmar B.
2011,1/32-FINALS,Jones W.,Shepherd K.
2011,1/32-FINALS,Anderson G.,Hashimoto M.
2011,1/32-FINALS,Whitlock S.,Evans S.
2011,1/32-FINALS,Dudbridge M.,Roy A.
2011,FINAL,Padgett M.,Hashimoto M.
2011,1/32-FINALS,Hamilton A.,Smith D.
2011,1/32-FINALS,Baxter R.,Scholten R.
2011,1/32-FINALS,Lewis A.,Eccles T.
2011,1/32-FINALS,Lloyd C.,Welge A.
2011,FINAL,Scholten R.,Viinikka V.
2011,1/32-FINALS,Stompe C.,Wright P.
2011,1/32-FINALS,Taylor P.,Mawson G.
2011,1/32-FINALS,Webster M.,Maish S.
2011,1/32-FINALS,Beaton S.,Hylton M.
2011,FINAL,Mawson G.,Gionzon J.
2011,1/32-FINALS,Nicholson P.,Farmer S.
