tournament_year,player1_name,player2_name,weight
Network 1_extract,Manley P.,Taylor P.,1
Network 1_extract,Manley P.,Stoddart G.,1
Network 1_extract,Manley P.,Bristow E.,1
Network 1_extract,Manley P.,Lowe J.,1
Network 1_extract,Manley P.,Mawson G.,1
Network 1_extract,Taylor P.,Warriner-Little A.,1
Network 1_extract,Taylor P.,Anderson B.,1
Network 1_extract,Taylor P.,Lowe J.,1
Network 1_extract,Taylor P.,Harding R.,1
Network 1_extract,Taylor P.,Priestley D.,1
Network 1_extract,Taylor P.,Harrington R.,1
Network 1_extract,Taylor P.,Burgess S.,1
Network 1_extract,Taylor P.,Smith D.,1
Network 1_extract,Taylor P.,Spiolek K.,1
Network 1_extract,Taylor P.,Mason C.,1
Network 1_extract,Taylor P.,Verrier G.,1
Network 1_extract,Taylor P.,Deller K.,1
Network 1_extract,Taylor P.,Lazarenko C.,1
Network 1_extract,Taylor P.,Downs S.,1
Network 1_extract,Taylor P.,Brown S.,1
Network 1_extract,Taylor P.,Watkins J.,1
Network 1_extract,Taylor P.,Harvey J.,1
Network 1_extract,Stoddart G.,Butler L.,1
Network 1_extract,Stoddart G.,Wilson J.,1
Network 1_extract,Bristow E.,Raw S.,1
Network 1_extract,Bristow E.,Evison P.,1
Network 1_extract,Bristow E.,Taylor P.,1
Network 1_extract,Bristow E.,Warriner-Little A.,1
Network 1_extract,Bristow E.,Mawson G.,1
Network 1_extract,Bristow E.,Gardner R.,1
Network 1_extract,Bristow E.,Downs S.,1
Network 1_extract,Lowe J.,Lim P.,1
Network 1_extract,Lowe J.,Kirby T.,1
Network 1_extract,Lowe J.,Smith D.,1
Network 1_extract,Lowe J.,Wilson J.,1
Network 1_extract,Lowe J.,Butler L.,1
Network 1_extract,Mawson G.,Gardner R.,1
Network 1_extract,Mawson G.,Lowe J.,1
Network 1_extract,Warriner-Little A.,Ferrell J.,1
Network 1_extract,Warriner-Little A.,Robinson H.,1
Network 1_extract,Warriner-Little A.,Part J.,1
Network 1_extract,Warriner-Little A.,Brown S.,1
Network 1_extract,Warriner-Little A.,Butler L.,1
Network 1_extract,Warriner-Little A.,Stoddart G.,1
Network 1_extract,Warriner-Little A.,Priestley D.,1
Network 1_extract,Warriner-Little A.,Kirby T.,1
Network 1_extract,Warriner-Little A.,Smith D.,1
Network 1_extract,Warriner-Little A.,Lazarenko C.,1
Network 1_extract,Warriner-Little A.,Gardner R.,1
Network 1_extract,Anderson B.,Harvey J.,1
Network 1_extract,Anderson B.,Verrier G.,1
Network 1_extract,Anderson B.,Bristow E.,1
Network 1_extract,Anderson B.,Mawson G.,1
Network 1_extract,Anderson B.,Taylor P.,1
Network 1_extract,Anderson B.,Gardner R.,1
Network 1_extract,Anderson B.,Umberger J.,1
Network 1_extract,Anderson B.,Kelly D.,1
Network 1_extract,Priestley D.,Ferrell J.,1
Network 1_extract,Priestley D.,Deller K.,1
Network 1_extract,Priestley D.,Manley P.,1
Network 1_extract,Priestley D.,Bristow E.,1
Network 1_extract,Priestley D.,Raw S.,1
Network 1_extract,Priestley D.,Brown S.,1
Network 1_extract,Priestley D.,Gardner R.,1
Network 1_extract,Priestley D.,Wilson J.,1
Network 1_extract,Priestley D.,Lowe J.,1
Network 1_extract,Priestley D.,Taylor P.,1
Network 1_extract,Priestley D.,Evison P.,1
Network 1_extract,Priestley D.,Kirby T.,1
Network 1_extract,Priestley D.,Stoddart G.,1
Network 1_extract,Harrington R.,Burgess S.,1
Network 1_extract,Harrington R.,Roy A.,1
Network 1_extract,Harrington R.,Deller K.,1
Network 1_extract,Harrington R.,Evison P.,1
Network 1_extract,Harrington R.,Ferrell J.,1
Network 1_extract,Harrington R.,Harvey J.,1
Network 1_extract,Harrington R.,Priestley D.,1
Network 1_extract,Harrington R.,Butler L.,1
Network 1_extract,Harrington R.,Justice N.,1
Network 1_extract,Harrington R.,Bristow E.,1
Network 1_extract,Harrington R.,Downs S.,1
Network 1_extract,Burgess S.,Manley P.,1
Network 1_extract,Burgess S.,Lazarenko C.,1
Network 1_extract,Burgess S.,Cummings S.,1
Network 1_extract,Burgess S.,Anderson B.,1
Network 1_extract,Burgess S.,Verrier G.,1
Network 1_extract,Burgess S.,Downs S.,1
Network 1_extract,Burgess S.,Harrington R.,1
Network 1_extract,Burgess S.,Bristow E.,1
Network 1_extract,Smith D.,Manley P.,1
Network 1_extract,Smith D.,Manning M.,1
Network 1_extract,Smith D.,Spiolek K.,1
Network 1_extract,Smith D.,Deller K.,1
Network 1_extract,Smith D.,Kirby T.,1
Network 1_extract,Smith D.,Lowe J.,1
Network 1_extract,Spiolek K.,Deller K.,1
Network 1_extract,Spiolek K.,Smith D.,1
Network 1_extract,Spiolek K.,Downs S.,1
Network 1_extract,Spiolek K.,Butler L.,1
Network 1_extract,Spiolek K.,Brown S.,1
Network 1_extract,Verrier G.,Harvey J.,1
Network 1_extract,Verrier G.,Mason C.,1
Network 1_extract,Verrier G.,Anderson B.,1
Network 1_extract,Verrier G.,Downs S.,1
Network 1_extract,Deller K.,Anderson B.,1
Network 1_extract,Deller K.,Robinson H.,1
Network 1_extract,Deller K.,Manning M.,1
Network 1_extract,Deller K.,Stoddart G.,1
Network 1_extract,Deller K.,Taylor P.,1
Network 1_extract,Lazarenko C.,Raw S.,1
Network 1_extract,Lazarenko C.,Stoddart G.,1
Network 1_extract,Downs S.,Robinson H.,1
Network 1_extract,Downs S.,Harrington R.,1
Network 1_extract,Downs S.,Deller K.,1
Network 1_extract,Brown S.,Lazarenko C.,1
Network 1_extract,Brown S.,Spiolek K.,1
Network 1_extract,Brown S.,Robinson H.,1
Network 1_extract,Brown S.,Stoddart G.,1
Network 1_extract,Brown S.,Warriner-Little A.,1
Network 1_extract,Brown S.,Watkins J.,1
Network 1_extract,Brown S.,Harvey J.,1
Network 1_extract,Brown S.,Deller K.,1
Network 1_extract,Watkins J.,Harvey J.,1
Network 1_extract,Harvey J.,Ferrell J.,1
Network 1_extract,Harvey J.,Lim P.,1
Network 1_extract,Harvey J.,Lowe J.,1
Network 1_extract,Harvey J.,Priestley D.,1
Network 1_extract,Harvey J.,Anderson B.,1
Network 1_extract,Harvey J.,Verrier G.,1
Network 1_extract,Harvey J.,Harrington R.,1
Network 1_extract,Harvey J.,Watkins J.,1
Network 1_extract,Ferrell J.,Mawson G.,1
Network 1_extract,Butler L.,Harvey J.,1
Network 1_extract,Butler L.,Justice N.,1
Network 1_extract,Butler L.,Deller K.,1
Network 1_extract,Butler L.,Kirby T.,1
Network 1_extract,Gardner R.,Brown S.,1
Network 1_extract,Gardner R.,Umberger J.,1
Network 1_extract,Gardner R.,Lazarenko C.,1
Network 1_extract,Raw S.,Stoddart G.,1
Network 1_extract,Raw S.,Mawson G.,1
Network 1_extract,Manning M.,Stoddart G.,1
Network 1_extract,Kelly D.,Verrier G.,1
Network 1_extract,Lim P.,Part J.,1
Network 1_extract,Evison P.,Smith D.,1
Network 1_extract,Evison P.,Lim P.,1
Network 1_extract,Evison P.,Part J.,1
