tournament_year,stage,player1_name,player2_name
1995,FINAL,Taylor P.,Harrington R.
1995,3RD PLACE,Evison P.,Lowe J.
1995,SEMI-FINALS,Evison P.,Harrington R.
1995,SEMI-FINALS,Taylor P.,Lowe J.
1995,QUARTER-FINALS,Anderson B.,Taylor P.
1995,QUARTER-FINALS,Evison P.,Spiolek K.
1995,QUARTER-FINALS,Harvey J.,Harrington R.
1995,QUARTER-FINALS,Smith D.,Lowe J.
1995,QUARTER-FINALS,Anderson B.,Gardner R.
1995,QUARTER-FINALS,Evison P.,Lazarenko C.
1995,QUARTER-FINALS,Harrington R.,Burgess S.
1995,QUARTER-FINALS,Lowe J.,Wilson J.
1995,QUARTER-FINALS,Smith D.,Kirby T.
1995,QUARTER-FINALS,Spiolek K.,Butler L.
1995,QUARTER-FINALS,Taylor P.,Downs S.
1995,QUARTER-FINALS,Watkins J.,Harvey J.
1995,QUARTER-FINALS,Brown S.,Watkins J.
1995,QUARTER-FINALS,Burgess S.,Bristow E.
1995,QUARTER-FINALS,Butler L.,Deller K.
1995,QUARTER-FINALS,Gardner R.,Umberger J.
1995,QUARTER-FINALS,Lazarenko C.,Stoddart G.
1995,QUARTER-FINALS,Priestley D.,Wilson J.
1995,QUARTER-FINALS,Verrier G.,Downs S.
1995,QUARTER-FINALS,Warriner-Little A.,Kirby T.
1995,QUARTER-FINALS,Anderson B.,Umberger J.
1995,QUARTER-FINALS,Brown S.,Harvey J.
1995,QUARTER-FINALS,Evison P.,Stoddart G.
1995,QUARTER-FINALS,Harrington R.,Bristow E.
1995,QUARTER-FINALS,Priestley D.,Lowe J.
1995,QUARTER-FINALS,Spiolek K.,Deller K.
1995,QUARTER-FINALS,Taylor P.,Verrier G.
1995,QUARTER-FINALS,Warriner-Little A.,Smith D.
