tournament_year,stage,player1_name,player2_name
2014,FINAL,Wright P.,van Gerwen M.
2014,SEMI-FINALS,van Gerwen M.,Lewis A.
2014,SEMI-FINALS,Wright P.,Whitlock S.
2014,QUARTER-FINALS,Wade J.,Lewis A.
2014,QUARTER-FINALS,van Gerwen M.,Webster M.
2014,QUARTER-FINALS,White I.,Whitlock S.
2014,QUARTER-FINALS,Wright P.,Newton W.
2014,1/8-FINALS,van Gerwen M.,Anderson G.
2014,1/8-FINALS,Wade J.,Petersen D.
2014,1/8-FINALS,Lewis A.,King M.
2014,1/8-FINALS,Webster M.,van Barneveld R.
2014,1/8-FINALS,Smith M.,Wright P.
2014,1/8-FINALS,Whitlock S.,Painter K.
2014,1/8-FINALS,Burnett R.,White I.
2014,1/8-FINALS,Newton W.,Thornton R.
2014,1/16-FINALS,Pipe J.,Petersen D.
2014,1/16-FINALS,Lewis A.,Van der Voort V.
2014,1/16-FINALS,King M.,Evans R.
2014,1/16-FINALS,Wade J.,Smith A.
2014,1/16-FINALS,van Gerwen M.,McDine K.
2014,1/16-FINALS,Henderson J.,Webster M.
2014,1/16-FINALS,Newton W.,Part J.
2014,1/16-FINALS,Whitlock S.,Komula J.
2014,1/16-FINALS,Painter K.,Nicholson P.
2014,1/16-FINALS,Dolan B.,Anderson G.
2014,1/16-FINALS,Huybrechts K.,White I.
2014,1/16-FINALS,Thornton R.,Anderson B.
2014,1/16-FINALS,Hamilton A.,Burnett R.
2014,1/16-FINALS,Taylor P.,Smith M.
2014,1/16-FINALS,van Barneveld R.,Caven J.
2014,1/16-FINALS,Wright P.,Laursen P.
2014,1/32-FINALS,Painter K.,Seyler T.
2014,1/32-FINALS,Newton W.,Lam R.
2014,1/32-FINALS,Wade J.,Webster D.
2014,FINAL,Vos G.,Lam R.
2014,1/32-FINALS,Webster M.,Suljovic M.
2014,1/32-FINALS,Lewis A.,Smith D.
2014,1/32-FINALS,Smith M.,Hashimoto M.
2014,1/32-FINALS,Pipe J.,Monk A.
2014,FINAL,Hashimoto M.,Lim P.
2014,1/32-FINALS,Smith A.,Brown S.
2014,1/32-FINALS,Whitlock S.,Smith R.
2014,1/32-FINALS,van Gerwen M.,Lerchbacher Z.
2014,1/32-FINALS,Van der Voort V.,Clark M.
2014,FINAL,Lerchbacher Z.,Ward B.
2014,1/32-FINALS,Lloyd C.,Anderson B.
2014,1/32-FINALS,King M.,Young D.
2014,1/32-FINALS,Beaton S.,Petersen D.
2014,1/32-FINALS,Huybrechts K.,Huybrechts R.
2014,FINAL,Petersen D.,Latif Sapup M.
2014,1/32-FINALS,Baxter R.,Evans R.
2014,1/32-FINALS,Caven J.,Klaasen J.
2014,1/32-FINALS,Dolan B.,Osborne C.
2014,1/32-FINALS,van Barneveld R.,Lewis J.
2014,FINAL,Lindskjold D.,Osborne C.
2014,1/32-FINALS,Chisnall D.,Henderson J.
2014,1/32-FINALS,Nicholson P.,Kellett S.
2014,1/32-FINALS,Hamilton A.,Barbero J.
2014,1/32-FINALS,Anderson G.,Dudbridge M.
2014,1/32-FINALS,Thornton R.,Hopp M.
2014,FINAL,Barbero J.,Welge A.
2014,1/32-FINALS,White I.,Anderson K.
2014,1/32-FINALS,Jenkins T.,Laursen P.
2014,1/32-FINALS,Jones W.,McDine K.
2014,FINAL,McGarry C.,Laursen P.
2014,1/32-FINALS,Walsh M.,Komula J.
2014,1/32-FINALS,Burnett R.,Winstanley D.
2014,1/32-FINALS,Taylor P.,Szabo R.
2014,1/32-FINALS,Wright P.,Cullen J.
2014,FINAL,Szabo R.,Moss I.
2014,1/32-FINALS,Part J.,Michels M.
